Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Benin,BEN,0.066354063,0.05204863,0.054208805,0.047588561,0.055303533,0.057114995,0.042382648,0.052284076,0.055170709,0.070750258,0.096952622,0.098556326,0.127712648,0.122481633,0.127701408,0.135891142,0.077784148,0.086510056,0.103019122,0.101339606,0.139097135,0.112310111,0.125105341,0.112552906,0.120856597,0.173986403,0.155688061,0.118857275,0.118496584,0.130855167,0.142157591,0.159512217,0.168501162,0.205206743,0.221397671,0.224780453,0.207591276,0.193809928,0.187593089,0.234411619,0.232860969,0.256497596,0.285000234,0.313037269,0.323642156,0.299985405,0.471266952,0.531738861,0.507237101,0.521063069,0.553283259,0.559691697,0.56234192,0.580952959,0.61420609
Burkina Faso,BFA,0.009111902,0.018729901,0.017003116,0.017504203,0.021575284,0.019841271,0.019533659,0.019216851,0.018894962,0.021889868,0.025426341,0.026268913,0.027698405,0.028443214,0.033998445,0.03574919,0.033314914,0.03896836,0.053341702,0.06100989,0.06342019,0.079795452,0.080427283,0.08092381,0.061836945,0.061686819,0.060571874,0.063518718,0.066263378,0.095737173,0.066173051,0.069287423,0.067840845,0.0656434,0.065745043,0.062147134,0.068229866,0.075639822,0.078563833,0.08255275,0.089716851,0.083504269,0.081733493,0.085194017,0.084705971,0.083875344,0.098375854,0.115526282,0.130556631,0.127633346,0.125717252,0.13749616,0.158662722,0.179131863,0.162018438
Bangladesh,BGD,,,,,,,,,,,,,0.052672148,0.067335605,0.067800489,0.069502399,0.07773884,0.079116682,0.079755394,0.085752004,0.095911726,0.097003327,0.1024532,0.095609977,0.103187684,0.112760305,0.123010375,0.123994991,0.137961112,0.133612956,0.150558472,0.15095247,0.164360726,0.157744886,0.168261317,0.198107909,0.204248745,0.208587112,0.19601919,0.201584506,0.218311676,0.249496048,0.254435017,0.264649839,0.275239624,0.283948492,0.308980964,0.311100407,0.343107445,0.368245967,0.406145623,0.42481293,0.447035185,0.456320609,0.47365761
Bulgaria,BGR,2.833901121,3.269920074,3.835891818,4.259780927,5.262987916,5.645651942,5.905436715,6.638369161,7.112214403,7.869932816,7.213424372,7.532552676,7.715656701,7.983550221,8.210958036,8.377877479,8.347946173,8.628766462,9.236529547,8.968132006,8.744238667,9.03643153,10.10727531,10.10833662,9.749961471,9.992783476,10.21729994,10.214134,9.718843491,9.771261867,8.54301079,6.666757565,6.347137362,8.00979638,6.414520789,6.900326395,6.763241038,6.209849583,5.934325293,5.356718076,5.328034342,5.800066474,5.695266947,6.084370085,6.064891808,6.256282044,6.445333272,6.925435282,6.772087541,5.731193724,5.964900206,6.71538056,6.119456526,5.450695963,5.871615869
Bahrain,BHR,3.544478443,10.54928109,9.19164395,6.710688223,8.742075708,6.554118582,3.384393576,5.124669111,5.500874644,6.175647802,12.19429929,13.79835415,16.06627828,23.05586427,21.45661761,21.58572163,23.17139967,24.63817597,24.01036872,23.72645778,21.91714367,22.7888779,25.49180205,20.75587079,22.6111781,24.30514892,25.40371182,25.45830132,26.14679986,24.39905256,25.05885496,23.30000981,20.84167995,27.30708305,26.90951321,26.28778759,26.99557258,29.111344,29.9896904,28.30868397,28.05103737,19.96611831,21.3541623,21.14848827,21.10026101,21.60202842,19.64700684,25.91525689,26.70698996,23.81076404,23.58551891,22.41540397,20.51917507,23.81127184,23.45540632
Belize,BLZ,0.477971846,0.387210542,0.715446069,0.622369314,0.818296481,0.794777561,0.737779729,1.073820679,0.884672715,1.13766445,0.990415937,1.146001779,1.240117971,1.13446873,1.172930613,1.320846466,1.302404049,1.445502924,1.556888425,1.479204558,1.322770629,1.242494884,1.137617162,1.106063329,1.074850169,1.156214187,1.211030383,1.304233593,1.392832406,1.638936278,1.66191243,1.880237328,1.830442972,1.911229519,1.854591432,1.824968714,1.441646698,1.754228721,1.608584806,1.457667331,1.601342418,1.753974508,1.649170281,1.606035075,1.419035529,1.485923185,1.523044393,1.594214531,1.422230406,1.864645405,1.671656371,1.821080012,1.410384615,1.484980403,1.400941234
Bermuda,BMU,3.551373874,3.868483516,3.383712446,3.151928721,4.124437628,3.586487026,3.954607843,4.090115385,4.220509434,3.667,4.133709091,4.231153846,4.668321033,7.906542751,8.30911985,8.648584906,8.822857143,8.515131086,7.936044776,8.588141264,7.981946223,7.0608901,7.142347022,8.064384051,7.863938465,7.92718549,7.349081594,9.888710263,11.06127136,13.27426454,8.468108418,9.133172938,7.885348579,9.150381939,8.963503034,8.899591604,8.781918874,8.667884358,8.54427908,8.37692747,8.36199117,8.448227313,8.85974059,8.859865772,9.147364292,9.088334321,10.11617563,11.24603933,9.943759288,7.262934975,9.347122413,6.872359209,7.356862866,7.051814587,8.838314988
Bolivia,BOL,0.274752629,0.279280787,0.289272388,0.312894283,0.374320101,0.374065828,0.410061863,0.449588422,0.506850351,0.580638451,0.554465607,0.66829305,0.762785244,0.722531683,0.718814879,0.811643456,0.895692268,0.857088373,0.94060138,0.867338079,0.836585193,0.841265269,0.747988294,0.723163223,0.667484622,0.667594741,0.598657818,0.625506551,0.654790381,0.743099024,0.838648581,0.856676355,0.929434346,1.070587391,1.15655878,1.292196961,1.263301542,1.378568302,1.357332766,1.264809558,1.314642306,1.004764671,1.189084544,1.24555305,1.225562819,1.319869705,1.602553194,1.290181483,1.361717085,1.415267066,1.512986598,1.580913906,1.810942546,1.794477165,1.90636432
Brazil,BRA,0.649885938,0.662130491,0.701775503,0.706049423,0.699884343,0.676455225,0.750374966,0.751887374,0.856553524,0.909093361,0.985788081,1.052857906,1.145237689,1.29536175,1.370088015,1.409905723,1.413180722,1.449507777,1.536862787,1.597599174,1.550121183,1.390352265,1.361098386,1.28724347,1.275133165,1.33986355,1.440047634,1.472977772,1.457685287,1.462631966,1.40189577,1.446313753,1.430744302,1.471087009,1.518847687,1.594541722,1.729996821,1.797434636,1.839317927,1.85802905,1.876441307,1.90429564,1.850682075,1.769005571,1.835946431,1.865977058,1.847654542,1.910334175,2.018593476,1.893620024,2.144736395,2.224711944,2.358548364,2.505408788,2.612933521
Barbados,BRB,0.74616417,0.83873933,1.119174838,0.816179429,0.7659579,0.872305268,1.133861103,1.425527869,1.854822733,2.018772457,1.795923749,2.016060376,2.080115107,1.976298911,2.008543026,2.309062619,2.147623221,2.37163218,2.520849071,2.392622269,2.673312361,2.707202584,2.540093356,2.691370865,2.927893478,3.305498648,3.565636097,3.652517838,3.653166111,3.808668357,4.11760355,4.60641454,3.724386236,4.224622358,2.824038385,3.116098588,3.18572247,3.363630601,4.234253869,4.474414959,4.375846638,4.481141284,4.492804242,4.62503782,4.702238416,4.896888786,4.942600648,4.89459634,5.789738021,5.752842364,5.237995825,5.403566242,5.18317589,5.094918676,4.467476521
Brunei Darussalam,BRN,4.084318621,3.557198289,4.139057454,3.802640582,3.486596737,3.25920536,4.580588027,3.91327547,3.639069365,3.945881877,63.38667789,55.40867245,66.61545394,67.21055538,52.78028271,43.8108782,35.82379103,36.60409584,52.65601943,39.65983135,35.50131267,7.351563086,10.16114818,12.76073672,8.790379283,11.56715334,9.956949527,13.96949441,23.39099606,25.2430903,23.9391584,19.94596747,19.03843121,17.63975916,16.21590995,16.11873557,15.98629121,16.22160675,16.51128957,11.98314583,14.14342743,13.25380109,12.62579373,12.99511737,13.90557072,13.70929354,13.13240048,22.44413479,24.03617354,20.47909645,21.10681443,24.62749182,24.22676314,19.29518002,22.2291779
Central African Republic,CAF,0.058606829,0.057669852,0.047257895,0.046436237,0.045591987,0.053673037,0.050412458,0.053664399,0.105120187,0.105133004,0.115407168,0.099618694,0.090311396,0.085150669,0.059071767,0.052429397,0.064268453,0.062916714,0.070260382,0.047962025,0.048351881,0.059917189,0.061238804,0.060905603,0.060663368,0.063468636,0.06211041,0.09836522,0.085754757,0.090815789,0.070551039,0.071339711,0.0731111,0.073432718,0.074860248,0.072824403,0.07094059,0.07242259,0.071746964,0.074205442,0.073532858,0.066009622,0.064618813,0.060468193,0.059266517,0.058114364,0.060551681,0.060272129,0.059209298,0.058332152,0.060186452,0.063071953,0.066125464,0.066778524,0.067357126
Canada,CAN,10.77084729,10.62789765,11.13062748,11.1321024,12.3053704,12.81400147,12.93491815,13.8103546,14.6326452,14.61864861,16.01414875,16.05533218,17.15406592,16.96713528,17.09800561,17.16020892,17.02862407,17.20283524,17.35562946,18.26610116,18.07962055,17.32493528,16.51518883,16.11132555,16.62025251,16.33299046,15.51911259,16.31019464,17.02217437,16.98419297,15.71554138,15.22180457,15.54314788,15.5337111,15.75307185,15.95907715,16.1910295,16.56173401,16.79757271,16.95288535,17.41463895,17.01842806,16.56039221,17.47884132,17.28827609,17.28759686,16.69635141,16.85532052,16.8745152,15.96140637,15.72334502,15.64133183,14.90621636,14.7410813,15.15892722
Central Europe and the Baltics,CEB,5.104205752,5.330535087,5.658550118,6.064744695,6.454644406,6.6045773,6.764899211,6.972727861,7.381253069,7.874976932,8.151256165,8.356329833,8.66304603,8.957865892,9.173293382,9.700159082,10.18427768,10.51470508,10.98138142,11.03228472,11.2618642,10.51417517,10.72497242,10.76947811,10.70369178,10.84685515,10.99335781,11.25179168,10.8275012,10.5072657,9.014576307,8.239720868,7.895818277,7.840458097,7.357291279,7.546965762,7.677150928,7.491943317,7.070462092,6.696470004,6.603843282,6.831019607,6.76524677,7.006337569,6.93263217,6.987992003,7.252183061,7.279801806,7.157192095,6.515508665,6.828033565,6.864349465,6.504366995,6.344838262,6.14888254
Switzerland,CHE,3.664365979,3.751824984,4.333572069,5.111295488,4.865282038,5.185731956,5.327620031,5.434600874,5.937701579,6.208288851,6.519570443,6.750434987,6.863739819,7.334759289,6.541311271,6.168137541,6.423427895,6.540985491,6.720778708,6.340850586,6.414949786,6.11563526,5.73116759,6.242518469,6.08124526,6.155338532,6.502824669,6.150039281,6.174526108,5.937782989,6.345085168,6.280297083,6.224236273,5.873423831,5.90858368,5.571316975,5.640102519,5.849483122,5.865651918,5.696073665,5.435484985,5.93984844,5.586512817,5.474267138,5.46256894,5.558350382,5.592175318,5.03057402,5.283044324,5.377973641,4.983428945,4.672038363,4.723574287,4.972835876,4.311562994
Chile,CHL,1.658786375,1.743012817,1.973031759,2.006373934,1.986496835,1.976347501,2.053282564,2.068179502,2.241519003,2.343375155,2.521098249,2.725154075,2.790261839,2.693678903,2.488784038,2.172717615,2.240723656,2.115710114,2.069415145,2.209021032,2.212528246,2.120031283,1.755452166,1.75005299,1.838033604,1.754334175,1.787562703,1.793339974,2.095843165,2.480093742,2.509652817,2.321075596,2.367010235,2.483157938,2.689741811,2.90282435,3.324776296,3.814010139,3.84848448,4.056171947,3.833506699,3.43772838,3.517039182,3.508135131,3.73249299,3.82001803,3.963081057,4.333797151,4.300340466,3.956216401,4.234476106,4.59822558,4.653625241,4.736431087,4.6490622
China,CHN,1.170381372,0.836046901,0.661428164,0.640001899,0.625646054,0.665524211,0.710891382,0.574162147,0.605451997,0.725149509,0.942934535,1.042239697,1.080676637,1.098195691,1.097367111,1.250124095,1.285283136,1.388842897,1.52920111,1.542675099,1.495250749,1.460431817,1.566739684,1.629055908,1.75044806,1.871054791,1.939434257,2.038410689,2.150905225,2.153077911,2.151570906,2.229439639,2.309463675,2.442800659,2.565993892,2.755754966,2.844309582,2.820567891,2.67674598,2.648649247,2.696862433,2.742120813,3.007083197,3.524074093,4.037990651,4.523178064,4.980314197,5.334909929,5.701915025,6.010102433,6.560520007,7.241515419,7.424750916,7.557211045,7.543907641
Cote d'Ivoire,CIV,0.131878125,0.152473887,0.155597033,0.159083741,0.187339475,0.277616113,0.295285428,0.327629461,0.374236469,0.426040823,0.478673337,0.507858137,0.540576302,0.549280442,0.581684565,0.622184226,0.590416521,0.577201211,0.655545715,0.705640237,0.774604196,0.532114656,0.697002814,0.529303064,0.56716656,0.73870954,0.578834418,0.718099242,0.82563083,0.740895091,0.422209051,0.369001603,0.319979027,0.402850348,0.341192447,0.466129996,0.534604712,0.500221834,0.443396718,0.390885668,0.412726893,0.458455888,0.422848418,0.310243409,0.426478538,0.426346238,0.37305611,0.353478286,0.345647505,0.282074856,0.339322893,0.344751436,0.431418011,0.483786557,0.487688034
Cameroon,CMR,0.052416901,0.053426318,0.053659482,0.054492268,0.05978413,0.053986781,0.058325699,0.075734169,0.081601725,0.089986428,0.097865229,0.121143191,0.1254875,0.127383274,0.134591331,0.156010009,0.142576737,0.198516271,0.246541225,0.218733889,0.452983539,0.601091068,0.692051635,0.696833203,0.620822168,0.643039097,0.191895709,0.17188426,0.198656087,0.668197763,0.147239223,0.090935492,0.303053026,0.303015682,0.288515729,0.310886377,0.319433021,0.224195366,0.217921459,0.203822084,0.221240439,0.21478626,0.20893307,0.225901762,0.229249619,0.208439099,0.211886527,0.311484739,0.287986298,0.339833528,0.33332691,0.275905671,0.285198098,0.306783421,0.308791722
Congo,COD,0.152228016,0.150781838,0.135559207,0.139446343,0.116926926,0.142289847,0.134673911,0.12470329,0.178174619,0.187685845,0.135604174,0.144083172,0.143059328,0.14725181,0.151241021,0.141373569,0.144902791,0.143812046,0.141793573,0.146316541,0.132857742,0.139680659,0.110867473,0.141754229,0.136128829,0.121860148,0.110067834,0.122238342,0.123876807,0.131274372,0.117599887,0.082514088,0.075434255,0.066791532,0.040721189,0.051067468,0.054202372,0.043340822,0.037201477,0.030106068,0.017281811,0.017264116,0.018602767,0.019181563,0.022595333,0.02737571,0.028452967,0.030049313,0.03077524,0.028009591,0.031294864,0.03735382,0.034799464,0.050309039,0.063330889
"Congo, Rep.",COG,0.219677231,0.2566263,0.222920435,0.21400681,0.237873128,0.212645578,0.259548275,0.26460447,0.35975067,0.389585443,0.431124024,0.502034924,0.47189237,0.842937879,1.088754101,0.715906118,0.780973079,0.294852901,0.19238648,0.201732503,0.228938195,0.258404201,0.713993766,0.589609692,0.571076543,0.622974018,0.505167914,0.609668953,0.672115852,0.657229786,0.504132621,0.414794173,0.513978984,0.515697458,0.816329926,0.578314904,0.616034834,0.817225036,0.263379733,0.270339349,0.335345115,0.238166239,0.173912899,0.269084528,0.270548827,0.271271608,0.298636286,0.313142347,0.326342657,0.421068121,0.463337538,0.513982294,0.65856754,0.66791556,0.653359719
Colombia,COL,1.021927205,1.099581351,1.137455524,1.205764284,1.194410951,1.222186786,1.218989623,1.245901325,1.304524746,1.339331118,1.322369462,1.378209306,1.398143577,1.46364547,1.549779836,1.491606348,1.547828109,1.563876637,1.61977612,1.688634862,1.648892106,1.616879196,1.633862456,1.722127457,1.669896068,1.615251789,1.606056598,1.618419221,1.648060108,1.640109085,1.732107306,1.692051922,1.802576298,1.824446476,1.889645926,1.636794764,1.632508097,1.72065293,1.71974071,1.449048809,1.461619449,1.397899149,1.361734624,1.384189912,1.30884744,1.429045579,1.456923175,1.427394162,1.53855823,1.623721057,1.684432619,1.675976701,1.735179477,1.927535805,1.790356827
Comoros,COM,0.057560394,0.056665585,0.05578657,0.054902881,0.053991843,0.070715057,0.086699326,0.084924756,0.083123654,0.081371352,0.127517887,0.12502344,0.122624198,0.120127105,0.117295205,0.1282716,0.151669656,0.146201522,0.102346546,0.07396948,0.154861953,0.150094772,0.145806953,0.141837451,0.137990425,0.134157152,0.120308399,0.126564433,0.132327052,0.128463186,0.151457504,0.155721539,0.151234511,0.155079083,0.150716994,0.154272035,0.157598741,0.160720227,0.170761664,0.173348486,0.189314418,0.184706272,0.180298132,0.226353755,0.239461311,0.227828399,0.257569541,0.160026184,0.161805094,0.196081111,0.233942107,0.192025124,0.19756697,0.237376687,0.202812784
Cabo Verde,CPV,0.109047654,0.107155903,0.087250526,0.06787724,0.131582252,0.111401887,0.092191657,0.074072727,0.114515021,0.139189912,0.136508988,0.135159541,0.188851653,0.229975504,0.244258595,0.284950434,0.270286207,0.295146981,0.75683808,0.891416723,0.426324745,0.114325007,0.124620226,0.122139693,0.275501738,0.270602994,0.18530965,0.251215221,0.225144745,0.243596363,0.282118657,0.285963088,0.29892033,0.300530251,0.302005542,0.313269512,0.361570337,0.362836696,0.382243997,0.436078316,0.50527572,0.538634731,0.620892604,0.684613162,0.722772039,0.950344685,1.008255004,1.065225445,0.976154329,1.077485611,1.131390388,1.234937537,1.001605194,0.974526525,0.948113817
Costa Rica,CRI,0.369240041,0.355766035,0.383755368,0.404552007,0.438151851,0.531802609,0.60407712,0.516530012,0.59378873,0.638397836,0.67687077,0.806475159,0.907239546,1.026936825,0.933699794,0.973576393,0.971073363,1.185415859,1.290361448,1.201073389,1.031065989,0.916903813,0.826884773,0.811739979,0.751506912,0.828076173,0.927762449,0.955884377,0.993247052,0.978586469,0.94748052,1.042124116,1.153706048,1.172205422,1.523484215,1.372461525,1.307349047,1.341002525,1.397820177,1.42133612,1.381705453,1.428049411,1.542475173,1.591302752,1.640325621,1.602680619,1.633748883,1.844061519,1.821535135,1.748029084,1.653498575,1.6708166,1.656720563,1.602246428,1.618087849
Caribbean small states,CSS,1.401336684,2.059977399,2.703738124,1.350237139,2.362947457,2.60191635,2.529146687,2.976381457,2.938115403,3.076162812,4.283390014,5.059527119,5.103325771,6.047134497,5.746178057,6.086517588,6.62659097,7.279641929,6.919370006,6.92347124,7.084227955,5.869434364,5.628549,5.035837296,5.024673727,5.50474994,4.763921193,4.9603929,4.577737198,5.011613003,5.257705494,5.294423625,5.553156606,5.373008278,5.276144611,5.364014781,5.976059501,5.647197201,5.75809856,6.309633057,6.523880227,6.943661139,7.060886167,7.589306133,7.799479554,8.416017608,9.172735968,9.318033955,9.209908652,8.93312913,9.291597437,9.152373545,8.888216959,9.132324592,8.871219716
Cuba,CUB,1.918419324,1.670750219,1.901014551,1.710527234,1.834144162,1.835764986,1.871119626,1.905279578,1.905947809,2.016095645,2.143159384,2.211013248,2.304535062,2.440191119,2.458057203,2.865219201,2.84941096,3.048058592,3.156004128,3.238964213,3.188045252,3.308449766,3.476160871,3.090090934,3.250043637,3.226174998,3.296155824,3.300664075,3.42734968,3.402387402,3.146557696,2.783521534,2.914777383,2.723067081,2.975292804,2.361199667,2.467842666,2.242964069,2.219395831,2.285285534,2.344271343,2.279749768,2.329599824,2.269590762,2.222618822,2.309299351,2.433758496,2.381519728,2.709220661,2.663028943,3.418468671,3.202722693,3.21189443,3.084347569,3.080994246
Cayman Islands,CYM,1.398728544,1.370670321,1.350478763,1.337182448,1.325741142,1.314493966,2.172136003,1.721192208,2.549183177,4.985159171,4.010279965,4.593319415,5.428303563,5.441662029,4.786789661,4.492404443,5.067639155,5.029452104,6.243615065,5.922157623,9.952380952,9.134875445,9.252136017,9.365498862,9.820567756,9.795243232,9.872001958,10.04237839,9.827643777,10.67806481,9.851295828,10.22295057,11.22012239,11.35333173,11.89726027,11.28623391,11.30295024,11.25779954,11.1935871,10.61452251,11.00888826,10.68341869,10.75413993,10.61599331,9.645568035,9.602789225,9.53969255,10.9420811,10.8301694,10.07526843,9.835262564,10.13718511,9.080735439,8.933157579,8.91920852
Cyprus,CYP,1.548904753,1.501421768,1.567877983,1.706871103,1.730120544,1.981936981,2.123857655,2.306960163,2.714276644,2.758798646,2.778854271,3.035855162,3.830509014,3.937752221,2.997165017,3.047598234,3.747715303,4.011233237,4.172201287,4.416545467,4.681356278,4.421643042,4.484997875,4.464367786,4.561978117,4.408623177,4.977944521,5.697877729,5.606500705,5.78090053,5.706555442,5.988953218,6.47189584,6.655497554,6.741662386,6.293269798,6.797248298,6.575327371,7.049889843,6.886173041,7.347295105,7.12950131,7.187885122,7.798570398,7.258454011,7.300729228,7.449694741,7.704846138,7.930294398,7.386876948,6.92787243,6.601579968,6.096342351,5.199799627,5.260461605
Czech Republic,CZE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3903072,12.83965002,12.16751705,11.99069327,12.15467452,12.36529136,11.90396015,10.88847106,12.07688904,12.10978725,11.7437029,11.97368903,11.4518445,11.76245004,11.92582928,11.97251522,11.23377283,10.30832179,10.65257862,10.18548225,9.611985879,9.384891603,9.165978376
Germany,DEU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.62264617,11.06332025,10.81424893,10.62839192,10.57946663,10.8602336,10.5111126,10.42527316,10.01775877,10.09563988,10.3662867,10.0586725,9.969354525,9.898682369,9.666372234,9.911476012,9.488039888,9.506321178,8.818595562,9.279634012,9.12485921,9.199299757,9.39062342,8.889370395
